source_file,decision,reason,sha256
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/ComboPlay/Model/ComboPlayModel.cs,保留,改变合成产出/棋盘状态的活动模型,c3ca0720881c5ba109a693c80bc1e7804101fa5dd71a00d935de8003b2684a1f
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/EnergyMergeStage/Dynamic/DynamicEntry_GameEnergyMergeStage.cs,移除,活动外围或通用代码；未列为理解二合执行链的必要文件,cbf72cb6f48f3210c4954a40e14fa026a28465cd50104cf1989e0270c165c21b
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/EnergyMergeStage/Dynamic/DynamicEntry_HomeEnergyMergeStage.cs,移除,活动外围或通用代码；未列为理解二合执行链的必要文件,75abd921b65adbda4a48be980a72a48427e84fb29777069123ac71e11dcd2591
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/EnergyMergeStage/Dynamic/Game_EnergyMergeStage.cs,移除,活动外围或通用代码；未列为理解二合执行链的必要文件,3cf4ad990de13c0e41dc665449d1fbd3a2fb19151cae5f54f02d63354562237d
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/EnergyMergeStage/Dynamic/Home_EnergyMergeStage.cs,移除,活动外围或通用代码；未列为理解二合执行链的必要文件,0217dbadc77d75dc559ab7e7542278bf4632edb63ccf2fdd6be6db1442318908
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/EnergyMergeStage/Model/EnergyMergeStageModel.cs,保留,主棋盘直接调用的特殊产出/状态模型,bffff9fe676e875f1bf8e9b8b12fed7cb2be816c61aff4c90a3f856113789c7d
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/EnergyMergeStage/UIEnergyMergeStageHelpController.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,cbc80c4b63ded25dc98aacac802c8838f567db66f5f922792473df0ba63db2cf
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/EnergyMergeStage/UIEnergyMergeStageLevel.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,1c91b777af3efb5b93389aa60c07f708fdb278ed7a95a3e227042f86b15e20ed
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/EnergyMergeStage/UIEnergyMergeStageMainController.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,3eec8e1e705727f490cf28d0ffbbccac7cd52346f70c62d740e078c142f5fff1
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/EnergyMergeStage/UIEnergyMergeStagePlayer.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,3fc0d9e632f0ce5941113b2e5e5be95884bc8667e1276ed8a1c11ef278c368a7
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/EnergyMergeStage/UIEnergyMergeStageScrollWidget.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,bd491fad6709f44e2c1438cbc1b61e199df2ac9b7f1bf19ba41a0eb49b20180c
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/EnergyMergeStage/UIPopupEnergyMergeStageFailController.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,0085109533222a1db68f932113c788a249d7b5c61f3dc34512708984cd65fd75
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/EnergyMergeStage/UIPopupEnergyMergeStageStartController.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,efaa29b27f912088b72a2f9defc0d8b34c57822e926635c22859bff995dd9730
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/EnergyMergeStage/UIPopupEnergyMergeStageStartLevel.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,7f8730040134010f4245bc5bf994c443d63ef22239877a4d73416a5f4e761859
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/GardenTreasure/Model/GardenTreasureModel.cs,保留,主棋盘直接调用的特殊产出/状态模型,4d77a21ff50f1d48c51bf37b2caaa1f47bdf0e10a0ea2238ace72e9071a45389
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/GardenTreasure/View/MergeGardenTreasureEntry.cs,移除,活动外围或通用代码；未列为理解二合执行链的必要文件,525be117bc705b7111b730fccf134537d85ce8d423abbd0cc5c45cc55bf3561a
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/GiftBagLinkTwo/UIGiftBagRewardCell.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,39538506f09d1f1d0e32a6d3b3816525b7090ad43da2969ae7164ff184306ed2
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/LuckyGoldenEgg/LuckyGoldenEggModel.cs,保留,主棋盘直接调用的特殊产出/状态模型,010e6ecc5072440297b2797e8b676144dfdd934e80468ba428f0eebc4e0f8a8f
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/LuckyGoldenPearls/LuckyGoldenPearlsModel.cs,保留,主棋盘直接调用的特殊产出/状态模型,67477beee4b90c16083bf8cdea266ce09dd8f1c3b7d17a982faa830238bee19b
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/MapAdventure_1/MapAdventureModel.cs,保留,改变合成产出/棋盘状态的活动模型,02f4ce0a4296c90b896f133b925e43c06f0ee97f3872e210bdfd9a7b35226d25
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/MapAdventure_1/MapAdventureOneMergeBoard_Big.cs,保留,直接覆写二合棋盘方法的玩法变体,1619d920c9e2666eee706c281803ff956fd380232f75f36d1265a75641b6df73
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/MapAdventure_1/UI/ThemeParkMapIllustratedItemCell.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,3eb0a3c9bb919613f1a10d88d5f3b6facd5ead84a0c17dfcfa0f8aaee8950777
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/MapAdventure_1/UI/UIPopupThemeParkMapOneAndOneController.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,1bf8be2990459cb39521cd5b5ec4b29b074c38c7be34c604cecbe81021c02f33
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/MapAdventure_2/MapAdventureModel.cs,保留,改变合成产出/棋盘状态的活动模型,d32047737766198472a3f615c38b851e9f92ca1e8f2802f5b74d851389a45ac4
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/MapAdventure_2/MapAdventureTwoMergeBoard_Big.cs,保留,直接覆写二合棋盘方法的玩法变体,4b35a7f38219db50107c39d8e9a73c0d6d68ff3c3604971d0c28b3d258cda62b
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/MapAdventure_2/UI/ThemeParkMapIllustratedItemCell.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,744548b2c4103b7fcbab4c637e2f3333d091123b3629de3a829744db071c9c33
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/MapAdventure_2/UI/UIPopupThemeParkMapOneAndOneController.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,2318fd5da397ba2118184cce9cb4edcc360280f840a93cd37ad645ba7d91d030
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/OneAndFive/RewardItem.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,76b6736279da1175f48a1894060362a05bc9eb36e7a7ab0386f855e3762c1558
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/OneAndFiveChain/RewardItem.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,8fa7bd916c78bc7aa9f1d39354b53363a41eebf43df27b5239f1cf0cccf0937b
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/OneAndFiveChain2/RewardItem.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,eea259cd6454bb0b2b08e1e8ef05bfc92a032c3c52876fb5f79a32b13a078735
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/OneAndFour/RewardItem.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,aa470d1269b2ec9d7eaad42e3b90476f371d7303161c6e1687e55d50c50d48eb
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/OneAndFourChain/RewardItem.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,73727f64f107d029e181383c97d1165c0eecb69ca6c98a26cd873f75b7885d53
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/OneAndFourChain2/RewardItem.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,11b27e6e44f64c603a03dfc1fd2a2fa5277b3c2fd0db0f1d9941725ce101feb2
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/OneAndOne/View/RewardItem.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,40b6aa65f0dc0a08b2877303acf364e6427e7030b0f41b862f0539dfc9249a6e
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/OneAndSix/RewardItem.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,7d55e34ed973d90b56afa3e99701e9642ee2dbd98452e3e8fe21322a82a79c66
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/OneAndSixChain/RewardItem.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,2787dec03e9bf91161859e3a181bda18daa9df65afce1dfe2c87db79e7d97c50
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/OneAndSixChain2/RewardItem.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,912defdb28241df5c35f5b6af1bdbd51b5db4375d75dd92fbd0ad5ecdaf4d927
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/OneAndThree/RewardItem.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,2be6a42eb250b407f752dac08831e7b00adf896cca9b6fb3bd445491e1526f54
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/OneAndThreeChain/RewardItem.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,5c2c5bd63f4782a96ade6c106f987ac649700fa2443da4ea53c17fd3fe6074da
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/OneAndThreeChain2/RewardItem.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,4e88f6e8ae5115a046547d2633daa85afe6bff191f2d3f29161f575a60ecc30e
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/OneAndTwo/View/RewardItem.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,1365310b13aa4d92aa44b3bff38d902fcdcda9aa48c5b054334b829e4183d556
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/OneAndTwoChain/View/RewardItem.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,372edf269f4eb4a497b1d2decf4ffec3fa7bebca41130e8d5099d062118f908f
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/OneAndTwoChain2/View/RewardItem.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,afd943ecf6e638a65c32112b2ea1b4fc4257388779aff4daf2be8dd46d0e841a
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/RabbitRacing/MergeBallonRacing.cs,移除,活动外围或通用代码；未列为理解二合执行链的必要文件,a614b516e0f028c9bd2c520b9e6dddbb2c4e706b4bdbbeec1462d69fa477ec34
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SchoolRacing/MergeBallonRacing.cs,移除,活动外围或通用代码；未列为理解二合执行链的必要文件,c13c21ddb371228753395cf7d643f434e07368c87c13d27e229638030591515d
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelonTwo/IllustratedItemCell.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,12d0d77aaee2cd0709cc08a3373b7595e04b0d7ca0e37fdc8b3310b95e756153
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelonTwo/SummerWatermelonMergeBoard.cs,保留,直接覆写二合棋盘方法的玩法变体,455d2c8700957406433a7c32719e66438296421ed06414df1ad1294d51a6f946
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelonTwo/SummerWatermelonMergeBoard_Big.cs,保留,直接覆写二合棋盘方法的玩法变体,2c7dbe3fe7d1ba1cb8af76478b219e85eae8045b00793dc1db91dca9b2b9fa9a
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelonTwo/SummerWatermelonModel.cs,保留,活动棋盘的物品生成与使用模型,0b8a94e342bde77b5a426769f8ee122fe7ba0d5428f9d19c437fba7285573ce3
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelonTwo/UIPopupSummerWatermelonMainController.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,710deab22514f08404ef0f84c68b26aac2203f87e3fc88970a0bc40b7d734a0c
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelon_10/IllustratedItemCell.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,d09bce071b06a77d555989c2632d37a1c3ba06b6e3975c088256638e8261454d
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelon_10/RewardItem.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,a19d7779ef5af496652c8d69d32ad2e464154159c857efe5238300d5ae04d34a
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelon_10/SummerWatermelonMergeBoard.cs,保留,直接覆写二合棋盘方法的玩法变体,19a4c3540658e05352b90767579b8c7c3c60a38a79ae36cc40936f404e8d344b
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelon_10/SummerWatermelonMergeBoard_Big.cs,保留,直接覆写二合棋盘方法的玩法变体,18ab0513d3af70e5e8fd4b805c353b2575d1d6280bf334002fec884d0e3b042a
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelon_10/SummerWatermelonModel.cs,保留,活动棋盘的物品生成与使用模型,e369baa00d6dc9a9628d83efd73e88378dcaf1eda4eb59d9aed404871d17fd46
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelon_10/UIPopupSummerWatermelonMainController.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,56fdc96a7c09235a3d2a2e395688d90d94818823e915ffb28dddcbb71496b7a7
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelon_11/IllustratedItemCell.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,2d70e05fb02ae5397fb698c32350b725dc647762bc18570afcd108bc73efbde9
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelon_11/RewardItem.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,b436d13f319e729e47da776012e859f2b83c0a4bb62a2d87e1e922ad6ba8a24e
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelon_11/SummerWatermelonMergeBoard.cs,保留,直接覆写二合棋盘方法的玩法变体,48ec6b3a50257e4676cf20306a061e4e49ae9f85172494bfae7010ce03bf541f
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelon_11/SummerWatermelonMergeBoard_Big.cs,保留,直接覆写二合棋盘方法的玩法变体,001d8208f9b229699716aef01dbb4954c947a1a25c3b69950b880981b159d24c
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelon_11/SummerWatermelonModel.cs,保留,活动棋盘的物品生成与使用模型,c0480053632a2d71a9c7389468edd66a5951a7e0552a073961aad72ef85c9ac2
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelon_11/UIPopupSummerWatermelonMainController.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,9bba17b507a296819470707415a051bee57f97cce4d879b120499d7ed71828cd
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelon_12/IllustratedItemCell.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,cb17351f3a3031e29fe4f10019ae3236fc19874206c228777ddc29b9b424f301
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelon_12/RewardItem.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,9385cde858182f9ebe57a2840901114b30977188f3dfaf3a8d33b0a7005ec290
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelon_12/SummerWatermelonMergeBoard1.cs,保留,直接覆写二合棋盘方法的玩法变体,66280d382e7535dd774b197d8410451adb482df2f6d53f286f6ebf7af2dae9e5
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelon_12/SummerWatermelonMergeBoard2.cs,保留,直接覆写二合棋盘方法的玩法变体,60ec1462e58ecdc11885f55340a45430ffac3e8e4ebbb67fa4d6e368190dc107
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelon_12/SummerWatermelonMergeBoard3.cs,保留,直接覆写二合棋盘方法的玩法变体,c2aa7e1101d6151cd741caff58fd0ea54a053fed0a85d247fff8d9b45b658755
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelon_12/SummerWatermelonMergeBoard4.cs,保留,直接覆写二合棋盘方法的玩法变体,f387ec38b5ced5d68000439ce3f7f2c31519d2f9ba9a9cd8cfbec0de6c36ccbc
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelon_12/SummerWatermelonModel.cs,保留,活动棋盘的物品生成与使用模型,ff49b74309a332db74e066cf56082d15d34a753847961fb4eb7aec3746d85e77
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelon_12/UIPopupSummerWatermelonMainController.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,9506397edaf13143a90005cc9a4903978b5aec2cf50103b85e8ffede4a0665f7
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelon_13/IllustratedItemCell.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,e674845e15250f343df2d8b18ef299da961a412629971defa0cd76eb87af2077
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelon_13/RewardItem.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,d8c7296a61d111df9b034f1a76d695d75b3bf8c18f231a7a62d03af17eb922d1
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelon_13/SummerWatermelonMergeBoard1.cs,保留,直接覆写二合棋盘方法的玩法变体,9a086e2c7378ff6d1d9766623e4bc7ee29d3c0c360ad0b4eaf5a5461827bd866
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelon_13/SummerWatermelonMergeBoard2.cs,保留,直接覆写二合棋盘方法的玩法变体,3848606599f4478ba8ba4c7625e1e11b4dce9848cbd50804f74be9d5be1b5bc2
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelon_13/SummerWatermelonMergeBoard3.cs,保留,直接覆写二合棋盘方法的玩法变体,4895ccfef52f078b9dd2dacd54820904d843eeea78b5c086ebe1305b38dd46a2
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelon_13/SummerWatermelonMergeBoard4.cs,保留,直接覆写二合棋盘方法的玩法变体,7ba6be34485d17a46c1969e1e46a80a932b1aa61227f8c187dc4dcdd025a3ce8
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelon_13/SummerWatermelonModel.cs,保留,活动棋盘的物品生成与使用模型,aeff0e2ea7bc4e9409803ca2a63f0544d79f01c4c61801f6224dca461cff0c00
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelon_13/UIPopupSummerWatermelonMainController.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,431fac6d1e07c1dc43e0b5d5db7b46261ac3568248545862164b461537e31ad2
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelon_14/IllustratedItemCell.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,d75069eed793011369aa72c6eb2ae5777e0bc32a462a448c9fc7f0e9d9270825
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelon_14/RewardItem.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,5e8163cdfcd08e7a77d1ea5f492d8100dbb5427e7c232c37c239ea7e4d4d3c6d
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelon_14/SummerWatermelonMergeBoard.cs,保留,直接覆写二合棋盘方法的玩法变体,a7625aa4a3c2fe3a24b6ff4b5163b223ac748c4232da05335b11cb7c42a02ecd
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelon_14/SummerWatermelonMergeBoard_Big.cs,保留,直接覆写二合棋盘方法的玩法变体,48c8fa11662cb5149b673db3ce9c2f22e4e125d0b16ffd90d824b1d92cd3ee2f
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelon_14/SummerWatermelonModel.cs,保留,活动棋盘的物品生成与使用模型,7ad2fd2087abe1aed3928da67ed1b4918a1ed0aee0f467e3b0c97b2372e98eb8
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelon_14/UIPopupSummerWatermelonMainController.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,e869c2bc237515ab2214f136988b3d9d97f6410bb7965141dd638795c0edc51d
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelon_15/IllustratedItemCell.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,1436f50770eda9f050f5e1e2ad15a90d8efc37c10e983d4644ad1f73e519a998
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelon_15/RewardItem.cs,移除,展示与活动界面代码，范围外；棋盘交互入口已保留,4bf3ec9bbc119a873d3fc8e3dee1db5876eb6e298b88c75f4b239771c0b8d8db
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelon_15/SummerWatermelonMergeBoard1.cs,保留,直接覆写二合棋盘方法的玩法变体,74f42388f54864434e15f98b69fe8b11985eb51087f171312b56c906b9074e84
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelon_15/SummerWatermelonMergeBoard2.cs,保留,直接覆写二合棋盘方法的玩法变体,fd0eaf1b165f9fb2a34d40c185092cd9c0bc0340ba78ac835132df5dca2de04e
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelon_15/SummerWatermelonMergeBoard3.cs,保留,直接覆写二合棋盘方法的玩法变体,ef584fa891c3401536f69f0f08737d1a412ae0c4e4c8c46ef122f47936ba72ae
